date,evenement,startDate,endDate
4 juillet 1421,Le roi d'Angleterre revient à Paris avec quelques archers et gens d'armes.,1421.0,1421.0
8 juillet 1421,Le roi et la reine de France quittent Paris pour le château de Vincennes.,1421.0,1421.0
Août 1421,Forte mortalité causée par une épidémie.,1421.0,1421.0
3 novembre 1421,Une ordonnance tente de réglementer le prix de denrées et le salaire des ouvriers.,1421.0,1421.0
Décembre 1421,Les pluies font déborder la Seine. La Cité et la place de Grève sont sous les eaux.,1421.0,1421.0
24 décembre 1421,"Grande procession pour la naissance à Londres d'Henry, petit-fils de Charles VI.",1421.0,1421.0
5-16 janvier 1422,Séjour de Philippe le Bon à Paris. Ses gens d'armes pillent les alentours.,1422.0,1422.0
3 février 1422,Simon de Champluisant est nommé prévôt de Paris.,1422.0,1422.0
7 avril 1422,Le roi demande que les prix des denrées n'augmentent pas suite à la prise de Meulan.,1422.0,1422.0
3 mai 1422,Grande fête à Paris pour la prise de Meaux par le roi d'Angleterre.,1422.0,1422.0
7-12 mai 1422,Transfert à Paris des prisonniers de Meaux avant leur départ pour l'Angleterre.,1422.0,1422.0
26 mai 1422,"Jean de Rouvres et Louis Gast, tous deux de Meaux, sont décapités aux Halles.",1422.0,1422.0
30 mai 1422,Entrée solennelle de la reine d'Angleterre.,1422.0,1422.0
2-3 juin 1422,Grande fête et représentation théâtrale à lhôtel de Nesle en l'honneur du couple royal.,1422.0,1422.0
11-12 juin 1422,"Henry V, Charles VI et leurs épouses quittent Paris pour Senlis et Compiègne.",1422.0,1422.0
12 juin 1422,Jean de la Rochetaillée va remplacer temporairement lévêque Jean Courtecuisse.,1422.0,1422.0
Juin-août 1422,Grandes chaleurs. Epidémie de vérole.,1422.0,1422.0
27 juillet 1422,Des ambassadeurs du duc de Bretagne arrivent à Paris en vue d'un traité de paix.,1422.0,1422.0
31 août 1422,"Mort du roi Henry V, régent du royaume de France, au château de Vincennes.",1422.0,1422.0
19 septembre 1422,Retour du roi Charles VI et de la reine.,1422.0,1422.0
21 octobre 1422,Le roi Charles VI meurt en son hôtel Saint-Pol.,1422.0,1422.0
23 octobre 1422,Subrogation de tous les exécuteurs testamentaires du roi défunt.,1422.0,1422.0
5 novembre 1422,"Le duc de Bedford, nouveau régent de France, arrive à Paris pour les obsèques royales",1422.0,1422.0
9 novembre 1422,"Les lettres de la chancellerie sont au nom d'Henry, roi de France et d'Angleterre.",1422.0,1422.0
9-11 nov. 1422,Le corps du roi est porté à Notre-Dame puis à Saint-Denis.,1422.0,1422.0
1er décembre 1422,Simon Morhier est nommé prévôt de Paris.,1422.0,1422.0
Janvier 1423,Froid polaire sur la région parisienne.,1423.0,1423.0
Février 1423,Bourgeois et ecclésiastiques parisiens doivent prêter serment au Traité de Troyes.,1423.0,1423.0
13 février 1423,"Le duc de Bretagne, fait savoir qu'il confirme sa volonté de respecter le traité de paix.",1423.0,1423.0
13 février 1423,"Messe aux Jacobins pour le roi Henry VI, pour le régent et pour le duc de Bourgogne.",1423.0,1423.0
13-25 février 1423,Nombreuses processions pour le soutien des combattants du siège de Meulan.,1423.0,1423.0
27 février 1423,Renouvellement de serment des membres du parlement anglo-bourguignon.,1423.0,1423.0
Avril 1423,"Henry VI donne à la reine les biens de son argentier Hémon Raguier, qui a fui.",1423.0,1423.0
Juin 1423,Emprunt forcé destiné à chasser les Armagnacs de la région parisienne.,1423.0,1423.0
18 juin 1423,La duchesse de Bedford fait libérer les prisonniers de la bataille d'Orsay.,1423.0,1423.0
25 juin 1423,Jean de Nanton [ou de Nant] est évêque de Paris.,1423.0,1423.0
Juillet 1423,Des loups affamés rodent près de Paris.,1423.0,1423.0
3-11 août 1423,Fêtes pour la victoire des Anglo-Bourguignons sur l'armée du dauphin à Cravant.,1423.0,1423.0
27 août 1423,Philippe le Bon et le comte de Richemont sont accueillis à Paris par le duc de Bedford,1423.0,1423.0
Octobre 1423,40 jours de processions sont ordonnés pour la fin de la guerre et celle de la pluie.,1423.0,1423.0
23 février 1424,Philippe le Bon quitte Paris et repart dans ses terres.,1424.0,1424.0
Avril 1424,Le roi Henry interdit la rue Baillehoé aux prostituées.,1424.0,1424.0
21 avril 1424,"Bedford montre au peuple la vraie Croix, comme de coutume le vendredi saint.",1424.0,1424.0
16 août 1424,Te Deum à Notre-Dame pour la victoire du duc de Bedford au château d'Ivry.,1424.0,1424.0
18-20 août 1424,Procession et réjouissances pour fêter la victoire des Anglais à Verneuil [-sur-Avre].,1424.0,1424.0
8 septembre 1424,Grandes festivités pour le retour du duc de Bedford. Te Deum à Notre-Dame.,1424.0,1424.0
Novembre 1424,La reine Isabeau assiste à une grande fête en lhôtel dArtois.,1424.0,1424.0
Décembre 1424,Joutes et fêtes pour le mariage de Jean de la Trémoille avec Jacqueline d'Amboise.,1424.0,1424.0
Mars 1425,Achèvement de la danse macabre peinte aux charniers des Innocents.,1425.0,1425.0
Mai-juin 1425,Reconstruction et réouverture de la porte Saint-Martin.,1425.0,1425.0
9 août 1425,Procession à Notre-Dame pour la reddition de la ville du Mans devant le régent.,1425.0,1425.0
5 septembre 1425,"Étienne de Favières, routier armagnac, est décapité.",1425.0,1425.0
Octobre 1425,Remise en état de la porte Montmartre.,1425.0,1425.0
22 octobre 1425,La Chambre des aides est érigée en cour souveraine pour juger des affaires fiscales.,1425.0,1425.0
1er décembre 1425,Le duc de Bedford quitte Paris pour l'Angleterre.,1425.0,1425.0
Janvier 1426,Le prévôt organise des expéditions contre les brigands qui terrorisent la région.,1426.0,1426.0
24 juin 1426,Importante crue de la Seine qui inonde la rive droite.,1426.0,1426.0
Fin juin 1426,Procession générale sur les quatre ponts et à Notre-Dame pour conjurer l'inondation.,1426.0,1426.0
16 septembre 1426,Procession à Saint-Magloire contre les hérétiques.,1426.0,1426.0
7 octobre 1426,Mort de l'évêque Jean de Nanton [ou de Nant].,1426.0,1426.0
28 décembre 1426,Le chapitre cathédral élit Nicolas Fraillon évêque de Paris contre l'avis du régent.,1426.0,1426.0
Février 1427,"Jacques du Châtelier est nommé évêque de Paris, imposé par le pape.",1427.0,1427.0
25 février 1427,"A Notre-Dame, messe pour le cardinalat de Jean de la Rochetaillée.",1427.0,1427.0
Mars 1427,Gel sur la région parisienne pendant plus de trente jours.,1427.0,1427.0
5 avril 1427,Retour du duc de Bedford.,1427.0,1427.0
Juin 1427,Crue exceptionnelle de la Seine qui recouvre l'île Notre-Dame et tous les rivages.,1427.0,1427.0
Août 1427,Le gouvernement fait lever une taille pour aider les troupes anglaises à Montargis.,1427.0,1427.0
18 août 1427,Le duc de Bedford quitte Paris pour l'Angleterre.,1427.0,1427.0
Fin août 1427,Une centaine de Bohémiens migrants sont la curiosité des Parisiens.,1427.0,1427.0
15 septembre 1427,Début d'une grande épidémie de rhume et bronchite.,1427.0,1427.0
15 décembre 1427,"Pendaison de Sauvage de Frémonville, chef de bande.",1427.0,1427.0
24 février 1428,"Fondation du collège de Sees, rue de la Harpe.",1428.0,1428.0
Avril-mai 1428,"Un invasion de hannetons détruit les vignes, les amandiers, les noyers.",1428.0,1428.0
22 mai-2 juin 1428,Le duc de Bourgogne séjourne à Paris.,1428.0,1428.0
1er juin 1428,"A Sainte-Geneviève, Jacques du Châtelier est consacré évêque de Paris.",1428.0,1428.0
13 juin 1428,Le clocher des Augustins est détruit par la foudre.,1428.0,1428.0
15 juin-30 juil.1428,La Seine déborde et recouvre lIle Notre-Dame.,,
21 juin 1428,"Dîner au Palais de 5 000 personnes de tous états, en l'honneur de quatre décrétistes.",1428.0,1428.0
31 juillet 1428,Ordonnance sur la possibilité de rachat des rentes anciennes par le débiteur.,1428.0,1428.0
Août 1428,Réquisition du vin pour l'envoyer aux hommes qui assiègent Orléans.,1428.0,1428.0
10 novembre 1428,"Après la mort de comte de Salisbury, le régent quitte Paris et se dirige vers la Beauce.",1428.0,1428.0
Fin 1428,"Faute de vin, les Parisiens boivent de la cervoise.",1428.0,1428.0
2 février 1429,"Jean, duc de Bretagne, donne l'hôtel de la Petite Bretagne à Saint-Thomas du Louvre.",1429.0,1429.0
Début fév. 1429,Départ d'un important convoi de vivres destinées à l'armée anglaise devant Orléans.,1429.0,1429.0
19 février 1429,Retour des hommes qui ont victorieusement protégé le convoi [Journée des Harengs].,1429.0,1429.0
26 février 1429,L'archevêque de Sens vient à Paris et se présente au Parlement.,1429.0,1429.0
1er mars 1429,Début du Concile de la province de Sens.,1429.0,1429.0
4-22 avril 1429,"Séjour du duc de Bourgogne à Paris, mais les Parisiens n'espèrent plus rien de lui.",1429.0,1429.0
8 avril 1429,"Le chapitre de Notre-Dame accepte enfin Jacques du Châtelier, évêque de Paris.",1429.0,1429.0
12-26 avril 1429,"Frère Richard, un proche de Jeanne d'Arc, prêche tous les jours aux Champeaux.",1429.0,1429.0
6 juin 1429,Dix mille Parisiens vont à Aubervilliers voir deux surs siamoises nées la veille.,1429.0,1429.0
19 juin 1429,Les Parisiens apprennent la victoire de Jeanne d'Arc sur les Anglais à Patay.,1429.0,1429.0
29 juin 1429,Lévêque de Paris dédicace le chur reconstruit de léglise Saint-Laurent.,1429.0,1429.0
Fin juin 1429,"Les Parisiens, craignant le retour des Armagnacs, renforcent les murs de la ville.",1429.0,1429.0
Juillet 1429,Jean de Villiers de l'Isle-Adam est nommé capitaine de Paris.,1429.0,1429.0
10-15 juillet 1429,Séjour du duc de Bourgogne à Paris.,1429.0,1429.0
12 juillet 1429,Guillaume Sanguin est élu prévôt des marchands.,1429.0,1429.0
19 juillet 1429,On apprend que Charles VII a été sacré à Reims [le 17].,1429.0,1429.0
25 juillet 1429,Le retour du régent rassure les Parisiens devant l'approche des troupes de Charles VII.,1429.0,1429.0
10 août 1429,"Par crainte de l'ennemi, les fêtes de la Saint-Laurent se déroulent rue Saint-Martin.",1429.0,1429.0
13 août 1429,Bedford confie le gouvernement de Paris au duc Philippe le Bon.,1429.0,1429.0
26 août 1429,"Grande assemblée au Parlement pour, à nouveau, jurer serment au traité de Troyes.",1429.0,1429.0
26 août 1429,"Le duc d'Alençon, Jeanne d'Arc et 12 000 hommes armés campent près de Paris.",1429.0,1429.0
Début sept. 1429,Le duc d'Alençon essaye de convaincre les Parisiens d'ouvrir les portes de la ville.,1429.0,1429.0
7 septembre 1429,"Charles VII est à Saint-Denis, après avoir signé une trêve avec le duc de Bourgogne.",1429.0,1429.0
7-8 septembre 1429,Jeanne d'Arc tente sans succès d'entrer dans Paris du côté de la porte Saint-Honoré.,1429.0,1429.0
18 septembre 1429,Bedford revint à Paris.,1429.0,1429.0
30 septembre 1429,"Entrée solennelle du duc de Bourgogne, après les négociations avec Charles VII.",1429.0,1429.0
7 octobre 1429,"Le cardinal Henri Beaufort, grand-oncle du roi Henry VI, arrive à Paris.",1429.0,1429.0
13 octobre 1429,Trêve proclamée devant  les bourgeois rassemblés dans la grande salle du Palais.,1429.0,1429.0
27 octobre 1429,"La trêve est terminée, mais le régent Bedford et sa femme quittent Paris.",1429.0,1429.0
1er novembre 1429,Départ de Philippe le Bon qui n'a pas l'intention de se battre pour Paris.,1429.0,1429.0
Décembre 1429,La banlieue de Paris est soumise au rançonnement des Armagnacs et des Anglais.,1429.0,1429.0
13 mars 1430,Les Armagnacs envahissent et pillent Saint-Denis.,1430.0,1430.0
Avril 1430,Exécution des conspirateurs ayant voulu ouvrir les portes de Paris aux Armagnacs.,1430.0,1430.0
27 avril 1430,Te Deum à Notre-Dame pour le retour à Calais du roi Henry.,1430.0,1430.0
28 avril 1430,Procession générale de Notre-Dame à Sainte-Geneviève décidée par le Grand Conseil.,1430.0,1430.0
13 mai 1430,"Au Parlement, préparation de l'accueil du roi Henry à Paris.",1430.0,1430.0
25 mai 1430,"Apprenant la prise de Jeanne dArc, lUniversité demande qu'elle soit jugée à Paris.",1430.0,1430.0
22 juin 1430,"Aux Mathurins, lassemblée écrit au roi pour que Jeanne soit jugée par lInquisition.",1430.0,1430.0
21 novembre 1430,LUniversité va demander à nouveau au régent que Jeanne dArc soit jugée à Paris.,1430.0,1430.0
24 novembre 1430,Nouvelle réunion au Parlement pour laccueil du roi Henry à Paris.,1430.0,1430.0
2 décembre 1430,"Les gens du Parlement vont au-devant du roi Henry, au-delà de la porte Saint-Denis.",1430.0,1430.0
21 décembre 1430,Les conseillers et gens du Parlement jurent loyauté au roi Henry maintenant présent.,1430.0,1430.0
30 janvier 1431,Le duc de Bedford rentre à Paris avec une grande cargaison de denrées.,1431.0,1431.0
Février-avril 1431,L'inflation considérable du prix du pain pousse les habitants à quitter Paris.,1431.0,1431.0
29 avril 1431,Théologiens et décrétistes examineront les articles résumant la pensée de la Pucelle.,1431.0,1431.0
Fin avril 1431,Pendaison à Paris des larrons capturés à Damiette et à La Motte.,1431.0,1431.0
Début mai 1431,"Quelques Armagnacs tentent, sans succès, de prendre la Bastille.",1431.0,1431.0
14 mai 1431,Sentence de l'Université approuvant la procédure de Rouen contre Jeanne d'Arc.,1431.0,1431.0
Fin mai 1431,Arrivée des troupes anglaises ayant participé à la capture de Jeanne d'Arc.,1431.0,1431.0
30 mai 1431,Paris apprend la mort de Jeanne d'Arc sur le bûcher.,1431.0,1431.0
4 juillet 1431,Procession de l'Université à St-Martin-des-Champs. On parle beaucoup de Jeanne.,1431.0,1431.0
23 juillet 1431,Hugues Rapiout est nommé prévôt des marchands.,1431.0,1431.0
Août 1431,Les Armagnacs déciment un groupe de Parisiens venus moissonner au Bourget.,1431.0,1431.0
9 août 1431,Un dominicain pro-Anglais prêche pour justifier la mise à mort de la Pucelle.,1431.0,1431.0
3 septembre 1431,"Piéronne la Bretonne, qui avait suivi Jeanne d'Arc, est brûlée vive devant Notre-Dame",1431.0,1431.0
2 décembre 1431,"Entrée solennelle d'Henry VI, roi d'Angleterre, âgé de 10 ans.",1431.0,1431.0
16 décembre 1431,"Sacre du roi Henry VI à Notre-Dame, suivi d'un dîner au Palais.",1431.0,1431.0
16 ou 17 déc.1431,Henry VI rend visite à sa grand-mère Isabeau à l'hôtel Saint-Pol.,,
17 décembre 1431,Petites joutes en l'honneur du roi Henry.,1431.0,1431.0
21 décembre 1431,Les gens du Parlement doivent faire serment de loyauté au nouveau roi.,1431.0,1431.0
26 décembre 1431,Le roi Henry quitte Paris pour l'Angleterre.,1431.0,1431.0
Janvier 1432,La création de l'université de Caen déclenche la colère des maîtres parisiens.,1432.0,1432.0
13-25 janv. 1432,Grand froid. La Seine est gelée.,1432.0,1432.0
31 janvier 1432,"Pour favoriser la reconstruction, le rachat des rentes immobilières est autorisé.",1432.0,1432.0
20 février 1432,Arrivée d'un légat du pape chargé d'obtenir la paix entre les deux rois de France.,1432.0,1432.0
Mars-avril 1432,Crue de la Seine ; les rives et les terres maraîchères sont recouvertes d'eau.,1432.0,1432.0
3 septembre 1432,"L'abbesse de Saint-Antoine, suspectée de conspiration, est amenée au Châtelet.",1432.0,1432.0
5 septembre 1432,L'Université n'admet pas l'ordonnance de janvier 1432 sur le rachat des rentes.,1432.0,1432.0
Automne 1432,Grande mortalité des enfants due aux épidémies [de petite vérole].,1432.0,1432.0
13 novembre 1432,La duchesse Anne de Bedford meurt de maladie en l'hôtel de Bourbon.,1432.0,1432.0
15 novembre 1432,Obsèques de la regrettée duchesse Anne.,1432.0,1432.0
28 novembre 1432,On annonce une réduction des effectifs des conseillers et officiers de la Cour.,1432.0,1432.0
Janvier 1433,La Seine déborde et gèle ; les prix des denrées s'envolent.,1433.0,1433.0
7-8 janvier 1433,Messe de funérailles aux Célestins pour la duchesse Anne.,1433.0,1433.0
10 janvier 1433,Les conseillers du Parlement réclament à Bedford le paiement de leurs arriérés.,1433.0,1433.0
5 février 1433,"Le président du Parlement, Philippe de Morvilliers, est démis de son office.",1433.0,1433.0
5 février 1433,Le régent duc de Bedford quitte Paris pour la Normandie.,1433.0,1433.0
9 février 1433,Robert Piédefer succède à Morvilliers au Parlement.,1433.0,1433.0
Avril-mai 1433,Très grand froid à Paris.,1433.0,1433.0
7 mai 1433,Les Armagnacs attaquent et rançonnent les habitants de Saint-Marcel près de Paris.,1433.0,1433.0
20 mai 1433,Jean Chuffart est reçu chancelier de l'Université.,1433.0,1433.0
Juin-août 1433,Important arrivage de blé mais l'épidémie entretient une grande mortalité.,1433.0,1433.0
8 août 1433,Nouvelle manouvre de l'Université contre l'ordonnance de janvier 1432.,1433.0,1433.0
4 septembre 1433,Procession à Sainte-Geneviève dans l'espoir d'apaiser l'épidémie.,1433.0,1433.0
Fin septembre 1433,Échec d'un complot destiné à faire entrer les mercenaires écossais de Charles VII.,1433.0,1433.0
12 novembre 1433,L'Université et le chapitre cathédral s'opposent à la création d'une université à Caen.,1433.0,1433.0
29 janvier 1434,Des Armagnacs tuent plusieurs Anglais qui accompagnaient le bétail destiné à Paris.,1434.0,1434.0
18 juillet 1434,Hugues Le Coq est élu prévôt des marchands.,1434.0,1434.0
18 décembre 1434,Retour du régent avec sa [nouvelle] femme. L'enthousiasme des Parisiens est factice.,1434.0,1434.0
Janv.-mars 1435,Neige et froid pendant trois mois ; on entasse la neige place de Grève.,1435.0,1435.0
10 février 1435,Départ du régent et de sa femme.,1435.0,1435.0
14 avril 1435,"Arrivée de Philippe le Bon, de sa femme et de ses enfants, et d'un grand convoi.",1435.0,1435.0
17 avril 1435,Philippe le Bon tient une cour plénière et reçoit l'Université.,1435.0,1435.0
19 avril 1435,"Aux Célestins, Philippe assiste à la messe de Requiem pour la duchesse de Bedford.",1435.0,1435.0
21 avril 1435,Le duc de Bourgogne et sa femme quittent Paris.,1435.0,1435.0
1er juin 1435,Les Armagnacs prennent Saint-Denis et coupent le ravitaillement de Paris.,1435.0,1435.0
9 septembre 1435,Échec des Anglais pour reprendre Saint-Denis.,1435.0,1435.0
16 septembre 1435,On apprend la mort de Bedford.,1435.0,1435.0
23 septembre 1435,Paris apprend que la paix a été signée à Arras entre le roi et Philippe le Bon [le 21].,1435.0,1435.0
24 septembre 1435,Mort d'Isabeau de Bavière en l'hôtel Saint-Pol.,1435.0,1435.0
4 octobre 1435,Les Anglais prennent Saint-Denis et pillent la ville.,1435.0,1435.0
13 octobre 1435,Funérailles de la reine à Notre-Dame en présence du chancelier Louis de Luxembourg,1435.0,1435.0
13 octobre 1435,Sa dépouille est transportée par bateau du port Saint-Landry à Saint-Denis.,1435.0,1435.0
Janvier 1436,L'étau se resserre autour de Paris ; les Parisiens redoutent un siège.,1436.0,1436.0
11 février 1436,Des séditieux veulent libérer Jean de la Haie qui est prisonnier à la Conciergerie.,1436.0,1436.0
Fin février 1436,Les troupes de Charles VII se rapprochent de Paris.,1436.0,1436.0
15 mars 1436,"Gens du Parlement, abbés et notables prêtent serment de fidélité au roi Henry.",1436.0,1436.0
16 mars 1436,Une ordonnance impose à tous les gens d'armes le port de la croix rouge anglaise.,1436.0,1436.0
10 avril 1436,"Richemont, lieutenant général de Charles VII, installe ses troupes à Saint-Denis.",1436.0,1436.0
13 avril 1436,Des Parisiens ouvrent la porte Saint-Jacques à l'armée de Richemont.,1436.0,1436.0
13-14 avril 1436,Anglais et Parisiens pro-Anglais fuient ou se réfugient à la Bastille.,1436.0,1436.0
14 avril 1436,Philippe de Ternand succède au prévôt de Paris Simon Morhier.,1436.0,1436.0
14 avril 1436,Michel de Laillier est élu prévôt des marchands.,1436.0,1436.0
14 avril 1436,"Amnistie annoncée à Notre-Dame, des gens d'Église, bourgeois et habitants de Paris.",1436.0,1436.0
15-17 avril 1436,Pro-Anglais et pro-Bourguignons peuvent quitter la Bastille contre de fortes rançons.,1436.0,1436.0
16 avril 1436,"Les présidents du Parlement vont saluer Richemont, nouveau connétable de France.",1436.0,1436.0
18 avril 1436,Les facultés désignent les ambassadeurs qui iront à Bourges saluer Charles VII.,1436.0,1436.0
20 avril 1436,Grande procession des gens de l'Université à Sainte-Catherine-du-Val-des-Écoliers.,1436.0,1436.0
22 avril 1436,Procession de la chasse de sainte Geneviève organisée par le chapitre de Notre-Dame.,1436.0,1436.0
15 mai 1436,Les Chambres du Parlement seront fermées et les clefs gardées par 3 conseillers.,1436.0,1436.0
22 mai 1436,Douze parlementaires de Paris et de Poitiers traiteront les affaires de justice urgentes.,1436.0,1436.0
Fin mai 1436,Mise en place d'un emprunt forcé demandé au clergé et aux habitants de Paris.,1436.0,1436.0
Fin mai 1436,"Bernard d'Armagnac, H. de Marle et son fils sont exhumés puis enterrés décemment.",1436.0,1436.0
21 juin 1436,Les généraux maîtres des monnaies préparent le retrait des monnaies franco-anglaises,1436.0,1436.0
Fin juin 1436,"uite à une querelle de mendiants, l'évêque fait fermer les Innocents pendant 22 jours.",1436.0,1436.0
Début juillet 1436,Les Anglais pillent encore les alentours de Paris.,1436.0,1436.0
31 octobre 1436,Les bouchers de Saint-Germain-des-Prés s'installent au bout du pont Saint-Michel.,1436.0,1436.0
23 novembre 1436,Le connétable Arthur de Richemont rentre à Paris avec les parlementaires du roi.,1436.0,1436.0
29 novembre 1436,Annonce officielle du rétablissement du Parlement et des autres cours à Paris.,1436.0,1436.0
1er décembre 1436,Séance d'ouverture du Parlement réorganisé et officiellement réinstallé à Paris.,1436.0,1436.0
10-12 déc. 1436,Des mesures sont prises par le prévôt pour le retour et l'accueil des Parisiens expulsés.,1436.0,1436.0
15 décembre 1436,De nombreux bourgeois pro-Bourguignons font serment d'être loyaux envers le roi.,1436.0,1436.0
Hiver 1436-1437,"Grand froid sur la région : les cultures gèlent, les prix montent.",1436.0,1437.0
4 février 1437,Il est interdit de commercer avec les Anglais.,1437.0,1437.0
23 février 1437,Ambroise de Loré est nommé prévôt de Paris.,1437.0,1437.0
Fin février 1437,"Après avoir repris Pontoise, les Anglais tentent sans succès un assaut contre Paris.",1437.0,1437.0
26 mars 1437,Trois notables pro-Anglais sont décapités.,1437.0,1437.0
29 août 1437,"La boucherie de Saint-Germain, au bout du pont Saint-Michel, doit fermer.",1437.0,1437.0
Août-sept. 1437,Taille de 36 000 livres t. imposée aux Parisiens pour financer le siège de Montereau.,1437.0,1437.0
6 novembre 1437,La Chambre des monnaies est ramenée de Bourges à Paris.,1437.0,1437.0
12 novembre 1437,Charles VII et le dauphin arrivent par la porte Saint-Denis et se rendent à Notre-Dame,1437.0,1437.0
13 novembre 1437,Les institutions parisiennes vont à l'Hôtel Neuf exposer leurs requêtes au roi.,1437.0,1437.0
25 novembre 1437,Cérémonie solennelle à St-Martin-des-Champs à la mémoire de Bernard d'Armagnac.,1437.0,1437.0
Début déc. 1437,Comparution au Parlement des anciens partisans bourguignons.,1437.0,1437.0
3 décembre 1437,Charles VII quitte Paris.,1437.0,1437.0
Janvier-mai 1438,Le brigandage permanent provoque hausse des prix et disette à Paris.,1438.0,1438.0
24 avril 1438,Une tempête provoque de nombreux dégâts.,1438.0,1438.0
Début mai 1438,Les effigies de trois chevaliers anglais sont pendues aux portes de Paris.,1438.0,1438.0
Mi-juin 1438,Grand froid ; la Seine est en crue.,1438.0,1438.0
23 juillet 1438,Pierre Des Landes est élu prévôt des marchands.,1438.0,1438.0
19 août 1438,"Au Palais, Marie, fille de Charles VII, meurt de la peste.",1438.0,1438.0
Automne 1438,L'épidémie et la disette font mourir des milliers de Parisiens.,1438.0,1438.0
2 novembre 1438,"Jacques du Châtelier, évêque de Paris, meurt de la peste.",1438.0,1438.0
Fin janvier 1439,Le traître ayant livré Saint-Germain-en-Laye aux Anglais est mis en prison.,1439.0,1439.0
11 février 1439,Denis du Moulin est évêque de Paris.,1439.0,1439.0
21 février 1439,"L'archevêque de Toulouse remplace l'évêque de Paris, mort le 2 novembre dernier.",1439.0,1439.0
Mai-juin 1439,"La région parisienne est abandonnée aux ""Écorcheurs"" qui pillent le pays.",1439.0,1439.0
4-6 août 1439,Processions générales en soutien aux troupes assiégeant les Anglais à Meaux.,1439.0,1439.0
9 septembre 1439,Le roi Charles VII revient à Paris.,1439.0,1439.0
20 septembre 1439,"Les Anglais, vaincus à Meaux, traversent Paris sur la Seine, pour rentrer chez eux.",1439.0,1439.0
30 septembre 1439,Charles VII quitte Paris pour Orléans.,1439.0,1439.0
Fin septembre 1439,"En un mois, les loups ont dévoré quatorze personnes au nord et à l'est de Paris.",1439.0,1439.0
10 octobre 1439,Des Anglais attaquent le village de Notre-Dame-des-Champs.,1439.0,1439.0
16 décembre 1439,Un bruit court que des loups viennent de tuer 11 personnes aux alentours de Paris.,1439.0,1439.0
Fin 1439,Les religieuses de Montmartre ont abandonné leur abbaye ruinée.,1439.0,1439.0
13 février 1440,Décision judiciaire prise pour la réparation du Pont Notre-Dame.,1440.0,1440.0
Fin mai 1440,Des routiers font un coup de main en plein cour de Paris.,1440.0,1440.0
28 juillet 1440,"Un accord de paix est annoncé entre le roi, son fils et le duc de Bourbon.",1440.0,1440.0
Août 1440,Examen judiciaire de la fausse pucelle Claude se disant une nouvelle Jeanne d'Arc.,1440.0,1440.0
Automne 1440,De nouvelles taxes sur le vin doivent financer la reprise d'Harfleur.,1440.0,1440.0
14 janvier 1441,"Le duc d'Orléans, qui était prisonnier des Anglais depuis Azincourt, passe par Paris.",1441.0,1441.0
Mai 1441,Les officiers et les parlementaires sont soumis à un emprunt obligatoire important.,1441.0,1441.0
Mai 1441,Cet impôt est aussitôt répercuté sur le peuple.,1441.0,1441.0
26 mai 1441,Processions générales et feux de joie pour fêter la victoire des Français à Creil.,1441.0,1441.0
4 juin 1441,Le roi et son fils viennent à Paris demander un nouvel effort financier.,1441.0,1441.0
Juillet 1441,Processions quotidiennes pour favoriser la reprise de Pontoise par le roi.,1441.0,1441.0
25 septembre 1441,Les prisonniers anglais de Pontoise arrivent à Paris où la plupart sont rançonnés.,1441.0,1441.0
Octobre 1441,Le roi Charles VII séjourne à Paris.,1441.0,1441.0
15-20 octobre 1441,Séjour du duc d'Orléans à Paris.,1441.0,1441.0
30 novembre 1441,Début d'une grève de l'Université pour protester contre l'atteinte à ses franchises.,1441.0,1441.0
Janvier 1442,"Les parlementaires, non payés, se mettent en grève.",1442.0,1442.0
2 février 1442,"Mort de Marguerite de Bourgogne, comtesse de Richemont, en l'hôtel du Porc-Épic.",1442.0,1442.0
7 février 1442,Le pape charge deux évêques d'enquêter sur le statut de chancelier de l'Université.,1442.0,1442.0
15 avril-15 mai 1442,Crue de la Seine ; la place de Grève est à nouveau sous les eaux.,1442.0,1442.0
6 mai 1442,Orage phénoménal sur Paris.,1442.0,1442.0
Juin 1442,Nouvelle aide [impôt] demandée à la population.,1442.0,1442.0
3 juin 1442,Dédicace de l'église Saint-Antoine-le-Petit par l'évêque de Paris.,1442.0,1442.0
11 octobre 1442,"Jeanne la Verrière, recluse volontaire, est enfermée aux Innocents par l'évêque.",1442.0,1442.0
Janvier-mai 1443,Hiver particulièrement long et froid.,1443.0,1443.0
20 juillet 1443,Le dauphin arrive à Paris et décrète un impôt pour lever le siège de Dieppe.,1443.0,1443.0
15 août-8 déc. 1443,Grève de l'Université pour la conservation de son exemption de taille.,1443.0,1443.0
Début nov. 1443,Robert Ciboule négocie avec l'Université au nom du roi.,1443.0,1443.0
Janvier 1444,Le roi décide de refonder le collège de Reims et de le réunir au collège de Rethel.,1444.0,1444.0
15 mai 1444,Grande procession à Saint-Jean-en-Grève pour la paix entre Charles VII et Henri VI.,1444.0,1444.0
Juin 1444,"Reprise de la foire du Lendit, annulée depuis 1426.",1444.0,1444.0
4 juin 1444,Annonce d'une trêve entre les rois de France et d'Angleterre.,1444.0,1444.0
Juillet 1444,Des bandes de routiers écument encore la banlieue de Paris.,1444.0,1444.0
12 juillet 1444,Les reliques de saint Cloud quittent l'Ile de la Cité pour retourner à Saint-Cloud.,1444.0,1444.0
12 juillet 1444,"Réouverture de la porte Saint-Martin, fermée depuis 1429.",1444.0,1444.0
23 juillet 1444,"Jean Baillet, conseiller au Parlement, est élu prévôt des marchands.",1444.0,1444.0
