evenement,startyear,endyear,commentaire
"Assemblée des canonistes, contre Gerson et pour le duc de Bourgogne.",1415.00,1415.00,
"Le duc de Guyenne, puis le roi, quittent Paris pour combattre les Anglais.",1415.00,1415.00,
"Le chanoine Fusoris, accusé de trahison, est emprisonné au Petit Châtelet.",1415.00,1415.00,
Des membres de la faculté de médecine demandent au prévôt la libération de Fusoris.,1415.00,1415.00,
Philippe de Breban remplace Pierre Gencien comme prévôt des marchands.,1415.00,1415.00,
Paris apprend la nouvelle du désastre d'Azincourt  [la veille].,1415.00,1415.00,
"Mort de Louis, troisième fils du roi.",1415.00,1415.00,
"A Notre-Dame, obsèques de Louis, duc de Guyenne, fils aîné du roi [mort le 18].",1415.00,1415.00,
Bernard dArmagnac est connétable de France et devient le maître du gouvernement.,1415.00,1415.00,
Séjour à Paris du duc Jean V de Bretagne ; il y reçoit des universitaires.,1416.00,1416.00,
Le roi et le recteur bannissent quarante maîtres ayant soutenu Jean Petit.,1416.00,1416.00,
Paris reçoit en grande pompe l'empereur Sigismond.,1416.00,1416.00,
Révision du procès de Pierre des Essarts [exécuté en 1413].,1416.00,1416.00,
Échec d'un complot élaboré par des partisans pro-Bourguignons.,1416.00,1416.00,
"Suite au complot, Robert de Belloy et maître Regnaut sont exécutés aux Halles.",1416.00,1416.00,
"Nicolas d'Orgemont, chanoine de Notre-Dame, est condamné à la prison à perpétuité.",1416.00,1416.00,
Nouvelles exécutions en représailles au complot.,1416.00,1416.00,
Plusieurs mesures sont prises pour éviter un soulèvement populaire.,1416.00,1416.00,
"Le roi fait abattre la Grande-Boucherie du Châtelet, soi-disant pour cause d'insalubrité",1416.00,1416.00,
"Mort de Jean, duc de Berry.",1416.00,1416.00,
Les privilèges dont bénéficiaient les bouchers sont considérablement réduits.,1416.00,1416.00,
Les Bourguignons sont aux portes de Paris et pillent les alentours.,1416.00,1416.00,
Les théologiens doivent signer un rôle condamnant les assertions de Jean Petit.,1416.00,1416.00,
Nouvelle distribution des lieux de vente des bouchers à Paris.,1416.00,1416.00,
Les juristes vont délibérer sur la condamnation la Justification.,1416.00,1416.00,
Construction de la nouvelle boucherie du cimetière Saint-Jean.,1416.00,1416.00,
"Les juristes, après de longues concertations, se prononcent aussi contre la Justification",1416.00,1416.00,
Deux bourgeois partent à Compiègne demander au dauphin de venir protéger Paris.,1417.00,1417.00,
La monnaie du duc de Bretagne et celle du duc de Bourgogne sont interdites.,1417.00,1417.00,
"Louis de Bois-Bourdon, garde de la reine, est mis en un sac et jeté à la Seine.",1417.00,1417.00,
On apprend la mort du dauphin Jean de France. Charles devient le nouveau dauphin.,1417.00,1417.00,
Obligation pour tous les gens de Paris de curer ou faire curer les rues à leur frais.,1417.00,1417.00,
Un pont-levis est installé à la porte Saint-Antoine.,1417.00,1417.00,
Les gens du Parlement prêtent serment au roi.,1417.00,1417.00,
De nombreuses processions sont organisées par crainte du retour de Jean sans Peur.,1417.00,1417.00,
"Par crainte des Bourguignons, la ville est en état de siège et les prix flambent.",1417.00,1417.00,
Grève de lUniversité : la reprise des cours est reportée à la Toussaint.,1417.00,1417.00,
Étienne de Bonpuits est nommé prévôt des marchands.,1417.00,1417.00,
Guillaume Cirasse remplace Étienne de Bonpuits nommé quatre jours plus tôt.,1417.00,1417.00,
Larmée de Jean sans Peur enserre peu à peu Paris.,1417.00,1417.00,
"Impôt sur le sel, sous forme d'achat obligatoire.",1417.00,1417.00,
Les franciscains et les augustins renoncent à prêcher et à confesser hors de leurs murs.,1417.00,1417.00,
On apprend que les sceaux de la ville de Paris ont été volés.,1417.00,1417.00,
La reine décide que le Parlement et la Cour des Comptes se tiendront à Troyes.,1418.00,1418.00,
Plusieurs maîtres sont incarcérés pour avoir approuvé lélection de Martin V.,1418.00,1418.00,
Les maîtres sont libérés mais doivent venir présenter des excuses à lhôtel Saint-Pol.,1418.00,1418.00,
Mort de Nicolas Flamel.,1418.00,1418.00,
Un appel est lancé à tous les gens d'armes pour qu'ils aillent aider le roi à Senlis.,1418.00,1418.00,
Neige abondante ; le bois de chauffage manque cruellement.,1418.00,1418.00,
Te Deum à Notre-Dame pour le nouveau pape Martin V.,1418.00,1418.00,
Retour du roi après l'échec du siège de Senlis.,1418.00,1418.00,
"Des légats du pape annoncent, à tort, un accord de paix.",1418.00,1418.00,
"Nuitamment, des Parisiens ouvrent la porte Saint-Germain à 200 Bourguignons.",1418.00,1418.00,
Tanguy du Châtel enlève le fils aîné du roi et l'emmène à Melun.,1418.00,1418.00,
Plus de 500 Armagnacs sont massacrés par le peuple et par les Bourguignons.,1418.00,1418.00,
Guy de Bar remplace Tanguy du Châtel comme prévôt de Paris.,1418.00,1418.00,
Bernard dArmagnac est arrêté.,1418.00,1418.00,
Les Armagnacs tentent sans succès une percée par la porte Saint-Antoine.,1418.00,1418.00,
"Au Louvre, préparation d'une ambassade pour rappeler le dauphin à Paris.",1418.00,1418.00,
"Annulation de l'ambassade, le dauphin, s'étant éloigné.",1418.00,1418.00,
Le comte d'Armagnac est transféré du Petit Châtelet en la grosse tour du Palais.,1418.00,1418.00,
Noël Marchand est nommé prévôt des marchands.,1418.00,1418.00,
Une ambassade est constituée pour aller négocier la paix avec le dauphin et la reine.,1418.00,1418.00,
Plusieurs milliers de prisonniers armagnacs sont massacrés par la population.,1418.00,1418.00,
Le corps mutilé de Bernard dArmagnac est trainé dans les rues.,1418.00,1418.00,
Jean de Villiers de l'Isle-Adam est fait maréchal de France par le roi.,1418.00,1418.00,
Des chaînes de fer entravent à nouveau les rues de Paris.,1418.00,1418.00,
"Pour calmer les esprits, une grande procession est organisée à Notre-Dame.",1418.00,1418.00,
"Rue aux Ours, un soldat suisse frappe une statue de la Vierge qui se met à saigner.",1418.00,1418.00,
Une brève incursion des Armagnacs aux portes de Paris ranime les tensions.,1418.00,1418.00,
La reine regagne Paris en compagnie de Jean sans Peur : grande joie dans la ville.,1418.00,1418.00,
Le duc de Bourgogne reçoit la contrition dune délégation de lUniversité.,1418.00,1418.00,
Réforme du Parlement : Jean sans Peur impose les hommes de son parti.,1418.00,1418.00,
Le Bourguignon Philippe de Morvilliers devient premier président du Parlement.,1418.00,1418.00,
"Par ses déclarations, lUniversité tente de se disculper de son soutien aux Armagnacs.",1418.00,1418.00,
"La disette, lépidémie et la peur créent une grande tension dans les rues de Paris.",1418.00,1418.00,
"Exaspérée par le blocus des Armagnacs, la foule tue des centaines de prisonniers.",1418.00,1418.00,
L'hôtel du duc de Bourbon et plusieurs autres sont mis à sac.,1418.00,1418.00,
"Jean sans Peur, aidé par les bourgeois, décide de réprimer linsurrection.",1418.00,1418.00,
"Le bourreau Capeluche, un des meneurs pendant les massacres, est décapité.",1418.00,1418.00,
Canicule et épidémie sur la ville.,1418.00,1418.00,
On recrute parmi les émeutiers pour aller combattre les Armagnacs à Montlhéry.,1418.00,1418.00,
Recrudescence de lépidémie et renchérissement dramatique des denrées.,1418.00,1418.00,
"Depuis le 24 août, 1 600 bourgeois de Paris ont prêté serment au duc de Bourgogne.",1418.00,1418.00,
Retour des hommes d'armes parisiens et contre-attaque des gens de Montlhéry.,1418.00,1418.00,
On apprend quun traité de paix aurait été signé à Saint-Maur.,1418.00,1418.00,
Le traité de paix avec le duc de Bourgogne est dénoncé par le Dauphin.,1418.00,1418.00,
On apprend que le dauphin a créé un parlement à Poitiers.,1418.00,1418.00,
Une épidémie fait mourir des dizaines de milliers de Parisiens.,1418.00,1418.00,
Les bouchers de Paris se voient restituer leurs anciens droits.,1418.00,1418.00,
Le chevalier Guy de Bar reprend la fonction de prévôt de Paris.,1418.00,1418.00,
Le roi a ordonné la levée d'une nouvelle aide sur le vin pendant dix mois.,1418.00,1418.00,
Assemblée au Parlement pour améliorer l'approvisionnement en vivres de Paris.,1418.00,1418.00,
Des mesures concrètes sont prises pour protéger l'approvisionnement de la ville.,1418.00,1418.00,
Eustache de Pavilly critique Jean sans Peur pour son inaction face aux Anglais.,1418.00,1418.00,
LUniversité obtient dêtre exemptée de la nouvelle taxe sur le vin.,1418.00,1418.00,
"Début des travaux de reconstruction de la Grande-Boucherie, devant le Châtelet.",1418.00,1418.00,
Assemblée à Notre-Dame pour la révocation des lettres contre le duc de Bourgogne.,1418.00,1418.00,
Réunion au Parlement pour décider des mesures à prendre avant le départ du roi.,1418.00,1418.00,
Le roi et le duc de Bourgogne quittent Paris pour aller contrer les Anglais à Rouen.,1418.00,1418.00,
"Procession des Saintes Reliques, de la Sainte-Chapelle à Notre-Dame.",1418.00,1418.00,
L'approvisionnement de la ville est de plus en plus problématique.,1418.00,1418.00,
Réunion du Conseil pour délibérer sur les mesures assurant la tranquillité de la ville.,1418.00,1418.00,
Le Parlement réfute lexemption de la taxe sur le vin pour lUniversité.,1419.00,1419.00,
"Par lettres royales, le comte de Saint-Pol est nommé gouverneur de Paris.",1419.00,1419.00,
Gilles de Clamecy est élu prévôt de Paris par les conseillers du Parlement.,1419.00,1419.00,
Deux augustins de Bourges sont soupçonnés de conspiration à Paris.,1419.00,1419.00,
Assemblée au Parlement pour évoquer le ravitaillement et la sécurité de la ville.,1419.00,1419.00,
Annonce au Parlement d'une trêve avec les Anglais jusqu'à Quasimodo.,1419.00,1419.00,
"Alors que les Anglais s'approchent de Paris, les prix continuent d'augmenter.",1419.00,1419.00,
"Une lettre du dauphin, se disant régent du royaume, est lue au Parlement.",1419.00,1419.00,
"Mort de Nicolas de Baye, greffier au Parlement, chanoine de Notre-Dame.",1419.00,1419.00,
"Le roi, la reine et Jean sans Peur sont arrivés au château de Vincennes.",1419.00,1419.00,
"Une trêve est conclue entre les Bourguignons, les Anglais et les gens du Dauphin.",1419.00,1419.00,
De gros arrivages de denrées peuvent enfin entrer à Paris.,1419.00,1419.00,
De grandes fêtes sont données en l'honneur du Traité de paix signé à Pouilly.,1419.00,1419.00,
Procession daction de grâce organisée à Saint-Martin-des-Champs.,1419.00,1419.00,
"Des colonnes de réfugiés chassés de Pontoise par les Anglais, arrivent à Paris.",1419.00,1419.00,
Charles VI et Jean sans Peur quittent Paris pour Lagny.,1419.00,1419.00,
Les Anglais viennent jusqu'à la porte Saint-Denis puis repartent à Pontoise.,1419.00,1419.00,
Les Parisiens apprennent les circonstances de la mort de Jean sans Peur à Montereau.,1419.00,1419.00,
Le peuple crie vengeance et pourchasse les partisans Armagnacs.,1419.00,1419.00,
"Devant le comte de Saint-Pol, les bourgeois prêtent serment de défendre la ville.",1419.00,1419.00,
"A Notre-Dame, messe solennelle pour Jean sans Peur, duc de Bourgogne.",1419.00,1419.00,
"Gilles de Clamecy est réélu prévôt de Paris, contre son gré.",1419.00,1419.00,
"LUniversité assure Philippe, le nouveau duc de Bourgogne, de son soutien.",1419.00,1419.00,
Le prévôt des marchands et les échevins font de même.,1419.00,1419.00,
Grande famine dans Paris encerclé.,1419.00,1419.00,
Une délégation de bourgeois de Paris obtient de Henry V une trêve de trois mois.,1419.00,1419.00,
Le Parlement proteste contre le faux bruit qu'il aurait consenti à la levée d'une taille.,1420.00,1420.00,
"Depuis Troyes, le roi émet des lettres qui interdisent aux Parisiens dobéir au dauphin.",1420.00,1420.00,
Lecture d'une lettre de Philippe le Bon au Parlement sur les pourparlers de paix.,1420.00,1420.00,
Les Armagnacs pillent les abords de la ville.,1420.00,1420.00,
"Au Parlement, approbation unanime du principe dun traité de paix franco-anglais.",1420.00,1420.00,
De nombreux Anglais passent devant Paris pour se rendre à Troyes.,1420.00,1420.00,
Grande assemblée au Parlement pour jurer serment au traité de Troyes signé le 21 mai,1420.00,1420.00,
Des garnisons anglaises prennent possession de la Bastille et du Louvre.,1420.00,1420.00,
"Aux Mathurins, chaque universitaire jure serment au traité de Troyes.",1420.00,1420.00,
"On apprend la mort du chancelier Eustache de Laître, victime de la peste [le 14].",1420.00,1420.00,
Charles VI confirme que les prostituées peuvent rester rue Baillehoé.,1420.00,1420.00,
"Mort de l'évêque de Paris, Gérard de Montagu.",1420.00,1420.00,
Des milices parisiennes partent renforcer les troupes qui assiègent Melun.,1420.00,1420.00,
"500 personnes, prisonnières du roi à Melun, sont amenées et emprisonnées à Paris.",1420.00,1420.00,
La hausse considérable du prix du pain provoque une véritable famine.,1420.00,1420.00,
"Les rois de France et d'Angleterre, et le duc de Bourgogne, rentrent ensemble à Paris.",1420.00,1420.00,
Les reines de France et d'Angleterre et le duc de Clarence rentrent à leur tour.,1420.00,1420.00,
Le roi réunit une assemblée des trois États pour justifier devant elle le traité de Troyes,1420.00,1420.00,
Les députés des États approuvent le traité et votent des subsides pour la guerre.,1420.00,1420.00,
Banquet à lhôtel de Bourgogne pour Pierre Cauchon nommé évêque de Beauvais.,1420.00,1420.00,
Jean du Mesnil remplace Gilles de Clamecy comme prévôt de Paris.,1420.00,1420.00,
Le roi d'Angleterre et son épouse quittent Paris. Le duc de Clarence y reste.,1420.00,1420.00,
Hugues Le Coq est nommé prévôt des marchands.,1420.00,1420.00,
Mise en place d'un emprunt forcé.,1421.00,1421.00,
Le froid et la cherté des denrées maintiennent un état de disette permanent.,1421.00,1421.00,
La nouvelle de la défaite des Anglais à Baugé parvient à Paris.,1421.00,1421.00,
Service solennel à Notre-Dame pour la mort du duc de Clarence.,1421.00,1421.00,
Ouverture de la nouvelle boucherie du Châtelet. Fermeture des boucheries provisoires,1421.00,1421.00,
Jean de Villiers de lIsle-Adam est mis à la Bastille sur ordre du duc d'Exeter.,1421.00,1421.00,
"Le pape confirme lélection du nouvel évêque de Paris, Jean Courtecuisse.",1421.00,1421.00,
Le roi d'Angleterre revient à Paris avec quelques archers et gens d'armes.,1421.00,1421.00,
Le roi et la reine de France quittent Paris pour le château de Vincennes.,1421.00,1421.00,
Forte mortalité causée par une épidémie.,1421.00,1421.00,
Une ordonnance tente de réglementer le prix de denrées et le salaire des ouvriers.,1421.00,1421.00,
Les pluies font déborder la Seine. La Cité et la place de Grève sont sous les eaux.,1421.00,1421.00,
"Grande procession pour la naissance à Londres d'Henry, petit-fils de Charles VI.",1421.00,1421.00,
Séjour de Philippe le Bon à Paris. Ses gens d'armes pillent les alentours.,1422.00,1422.00,
Simon de Champluisant est nommé prévôt de Paris.,1422.00,1422.00,
Le roi demande que les prix des denrées n'augmentent pas suite à la prise de Meulan.,1422.00,1422.00,
Grande fête à Paris pour la prise de Meaux par le roi d'Angleterre.,1422.00,1422.00,
Transfert à Paris des prisonniers de Meaux avant leur départ pour l'Angleterre.,1422.00,1422.00,
"Jean de Rouvres et Louis Gast, tous deux de Meaux, sont décapités aux Halles.",1422.00,1422.00,
Entrée solennelle de la reine d'Angleterre.,1422.00,1422.00,
Grande fête et représentation théâtrale à lhôtel de Nesle en l'honneur du couple royal.,1422.00,1422.00,
"Henry V, Charles VI et leurs épouses quittent Paris pour Senlis et Compiègne.",1422.00,1422.00,
Jean de la Rochetaillée va remplacer temporairement lévêque Jean Courtecuisse.,1422.00,1422.00,
Grandes chaleurs. Epidémie de vérole.,1422.00,1422.00,
Des ambassadeurs du duc de Bretagne arrivent à Paris en vue d'un traité de paix.,1422.00,1422.00,
"Mort du roi Henry V, régent du royaume de France, au château de Vincennes.",1422.00,1422.00,
Retour du roi Charles VI et de la reine.,1422.00,1422.00,
Le roi Charles VI meurt en son hôtel Saint-Pol.,1422.00,1422.00,
Subrogation de tous les exécuteurs testamentaires du roi défunt.,1422.00,1422.00,
"Le duc de Bedford, nouveau régent de France, arrive à Paris pour les obsèques royales",1422.00,1422.00,
"Les lettres de la chancellerie sont au nom d'Henry, roi de France et d'Angleterre.",1422.00,1422.00,
Le corps du roi est porté à Notre-Dame puis à Saint-Denis.,1422.00,1422.00,
Simon Morhier est nommé prévôt de Paris.,1422.00,1422.00,
Froid polaire sur la région parisienne.,1423.00,1423.00,
Bourgeois et ecclésiastiques parisiens doivent prêter serment au Traité de Troyes.,1423.00,1423.00,
"Le duc de Bretagne, fait savoir qu'il confirme sa volonté de respecter le traité de paix.",1423.00,1423.00,
"Messe aux Jacobins pour le roi Henry VI, pour le régent et pour le duc de Bourgogne.",1423.00,1423.00,
Nombreuses processions pour le soutien des combattants du siège de Meulan.,1423.00,1423.00,
Renouvellement de serment des membres du parlement anglo-bourguignon.,1423.00,1423.00,
"Henry VI donne à la reine les biens de son argentier Hémon Raguier, qui a fui.",1423.00,1423.00,
Emprunt forcé destiné à chasser les Armagnacs de la région parisienne.,1423.00,1423.00,
La duchesse de Bedford fait libérer les prisonniers de la bataille d'Orsay.,1423.00,1423.00,
Jean de Nanton [ou de Nant] est évêque de Paris.,1423.00,1423.00,
Des loups affamés rodent près de Paris.,1423.00,1423.00,
Fêtes pour la victoire des Anglo-Bourguignons sur l'armée du dauphin à Cravant.,1423.00,1423.00,
Philippe le Bon et le comte de Richemont sont accueillis à Paris par le duc de Bedford,1423.00,1423.00,
40 jours de processions sont ordonnés pour la fin de la guerre et celle de la pluie.,1423.00,1423.00,
Philippe le Bon quitte Paris et repart dans ses terres.,1424.00,1424.00,
Le roi Henry interdit la rue Baillehoé aux prostituées.,1424.00,1424.00,
"Bedford montre au peuple la vraie Croix, comme de coutume le vendredi saint.",1424.00,1424.00,
Te Deum à Notre-Dame pour la victoire du duc de Bedford au château d'Ivry.,1424.00,1424.00,
Procession et réjouissances pour fêter la victoire des Anglais à Verneuil [-sur-Avre].,1424.00,1424.00,
Grandes festivités pour le retour du duc de Bedford. Te Deum à Notre-Dame.,1424.00,1424.00,
La reine Isabeau assiste à une grande fête en lhôtel dArtois.,1424.00,1424.00,
Joutes et fêtes pour le mariage de Jean de la Trémoille avec Jacqueline d'Amboise.,1424.00,1424.00,
Achèvement de la danse macabre peinte aux charniers des Innocents.,1425.00,1425.00,
Reconstruction et réouverture de la porte Saint-Martin.,1425.00,1425.00,
Procession à Notre-Dame pour la reddition de la ville du Mans devant le régent.,1425.00,1425.00,
"Étienne de Favières, routier armagnac, est décapité.",1425.00,1425.00,
Remise en état de la porte Montmartre.,1425.00,1425.00,
La Chambre des aides est érigée en cour souveraine pour juger des affaires fiscales.,1425.00,1425.00,
Le duc de Bedford quitte Paris pour l'Angleterre.,1425.00,1425.00,
Le prévôt organise des expéditions contre les brigands qui terrorisent la région.,1426.00,1426.00,
Importante crue de la Seine qui inonde la rive droite.,1426.00,1426.00,
Procession générale sur les quatre ponts et à Notre-Dame pour conjurer l'inondation.,1426.00,1426.00,
Procession à Saint-Magloire contre les hérétiques.,1426.00,1426.00,
Mort de l'évêque Jean de Nanton [ou de Nant].,1426.00,1426.00,
Le chapitre cathédral élit Nicolas Fraillon évêque de Paris contre l'avis du régent.,1426.00,1426.00,
"Jacques du Châtelier est nommé évêque de Paris, imposé par le pape.",1427.00,1427.00,
"A Notre-Dame, messe pour le cardinalat de Jean de la Rochetaillée.",1427.00,1427.00,
Gel sur la région parisienne pendant plus de trente jours.,1427.00,1427.00,
Retour du duc de Bedford.,1427.00,1427.00,
Crue exceptionnelle de la Seine qui recouvre l'île Notre-Dame et tous les rivages.,1427.00,1427.00,
Le gouvernement fait lever une taille pour aider les troupes anglaises à Montargis.,1427.00,1427.00,
Le duc de Bedford quitte Paris pour l'Angleterre.,1427.00,1427.00,
Une centaine de Bohémiens migrants sont la curiosité des Parisiens.,1427.00,1427.00,
Début d'une grande épidémie de rhume et bronchite.,1427.00,1427.00,
"Pendaison de Sauvage de Frémonville, chef de bande.",1427.00,1427.00,
"Fondation du collège de Sees, rue de la Harpe.",1428.00,1428.00,
"Un invasion de hannetons détruit les vignes, les amandiers, les noyers.",1428.00,1428.00,
Le duc de Bourgogne séjourne à Paris.,1428.00,1428.00,
"A Sainte-Geneviève, Jacques du Châtelier est consacré évêque de Paris.",1428.00,1428.00,
Le clocher des Augustins est détruit par la foudre.,1428.00,1428.00,
La Seine déborde et recouvre lIle Notre-Dame.,,,
"Dîner au Palais de 5 000 personnes de tous états, en l'honneur de quatre décrétistes.",1428.00,1428.00,
Ordonnance sur la possibilité de rachat des rentes anciennes par le débiteur.,1428.00,1428.00,
Réquisition du vin pour l'envoyer aux hommes qui assiègent Orléans.,1428.00,1428.00,
"Après la mort de comte de Salisbury, le régent quitte Paris et se dirige vers la Beauce.",1428.00,1428.00,
"Faute de vin, les Parisiens boivent de la cervoise.",1428.00,1428.00,
"Jean, duc de Bretagne, donne l'hôtel de la Petite Bretagne à Saint-Thomas du Louvre.",1429.00,1429.00,
Départ d'un important convoi de vivres destinées à l'armée anglaise devant Orléans.,1429.00,1429.00,
Retour des hommes qui ont victorieusement protégé le convoi [Journée des Harengs].,1429.00,1429.00,
L'archevêque de Sens vient à Paris et se présente au Parlement.,1429.00,1429.00,
Début du Concile de la province de Sens.,1429.00,1429.00,
"Séjour du duc de Bourgogne à Paris, mais les Parisiens n'espèrent plus rien de lui.",1429.00,1429.00,
"Le chapitre de Notre-Dame accepte enfin Jacques du Châtelier, évêque de Paris.",1429.00,1429.00,
"Frère Richard, un proche de Jeanne d'Arc, prêche tous les jours aux Champeaux.",1429.00,1429.00,
Dix mille Parisiens vont à Aubervilliers voir deux surs siamoises nées la veille.,1429.00,1429.00,
Les Parisiens apprennent la victoire de Jeanne d'Arc sur les Anglais à Patay.,1429.00,1429.00,
Lévêque de Paris dédicace le chur reconstruit de léglise Saint-Laurent.,1429.00,1429.00,
"Les Parisiens, craignant le retour des Armagnacs, renforcent les murs de la ville.",1429.00,1429.00,
Jean de Villiers de l'Isle-Adam est nommé capitaine de Paris.,1429.00,1429.00,
Séjour du duc de Bourgogne à Paris.,1429.00,1429.00,
Guillaume Sanguin est élu prévôt des marchands.,1429.00,1429.00,
On apprend que Charles VII a été sacré à Reims [le 17].,1429.00,1429.00,
Le retour du régent rassure les Parisiens devant l'approche des troupes de Charles VII.,1429.00,1429.00,
"Par crainte de l'ennemi, les fêtes de la Saint-Laurent se déroulent rue Saint-Martin.",1429.00,1429.00,
Bedford confie le gouvernement de Paris au duc Philippe le Bon.,1429.00,1429.00,
"Grande assemblée au Parlement pour, à nouveau, jurer serment au traité de Troyes.",1429.00,1429.00,
"Le duc d'Alençon, Jeanne d'Arc et 12 000 hommes armés campent près de Paris.",1429.00,1429.00,
Le duc d'Alençon essaye de convaincre les Parisiens d'ouvrir les portes de la ville.,1429.00,1429.00,
"Charles VII est à Saint-Denis, après avoir signé une trêve avec le duc de Bourgogne.",1429.00,1429.00,
Jeanne d'Arc tente sans succès d'entrer dans Paris du côté de la porte Saint-Honoré.,1429.00,1429.00,
Bedford revint à Paris.,1429.00,1429.00,
"Entrée solennelle du duc de Bourgogne, après les négociations avec Charles VII.",1429.00,1429.00,
"Le cardinal Henri Beaufort, grand-oncle du roi Henry VI, arrive à Paris.",1429.00,1429.00,
Trêve proclamée devant  les bourgeois rassemblés dans la grande salle du Palais.,1429.00,1429.00,
"La trêve est terminée, mais le régent Bedford et sa femme quittent Paris.",1429.00,1429.00,
Départ de Philippe le Bon qui n'a pas l'intention de se battre pour Paris.,1429.00,1429.00,
La banlieue de Paris est soumise au rançonnement des Armagnacs et des Anglais.,1429.00,1429.00,
Les Armagnacs envahissent et pillent Saint-Denis.,1430.00,1430.00,
Exécution des conspirateurs ayant voulu ouvrir les portes de Paris aux Armagnacs.,1430.00,1430.00,
Te Deum à Notre-Dame pour le retour à Calais du roi Henry.,1430.00,1430.00,
Procession générale de Notre-Dame à Sainte-Geneviève décidée par le Grand Conseil.,1430.00,1430.00,
"Au Parlement, préparation de l'accueil du roi Henry à Paris.",1430.00,1430.00,
"Apprenant la prise de Jeanne dArc, lUniversité demande qu'elle soit jugée à Paris.",1430.00,1430.00,
"Aux Mathurins, lassemblée écrit au roi pour que Jeanne soit jugée par lInquisition.",1430.00,1430.00,
LUniversité va demander à nouveau au régent que Jeanne dArc soit jugée à Paris.,1430.00,1430.00,
Nouvelle réunion au Parlement pour laccueil du roi Henry à Paris.,1430.00,1430.00,
"Les gens du Parlement vont au-devant du roi Henry, au-delà de la porte Saint-Denis.",1430.00,1430.00,
Les conseillers et gens du Parlement jurent loyauté au roi Henry maintenant présent.,1430.00,1430.00,
Le duc de Bedford rentre à Paris avec une grande cargaison de denrées.,1431.00,1431.00,
L'inflation considérable du prix du pain pousse les habitants à quitter Paris.,1431.00,1431.00,
Théologiens et décrétistes examineront les articles résumant la pensée de la Pucelle.,1431.00,1431.00,
Pendaison à Paris des larrons capturés à Damiette et à La Motte.,1431.00,1431.00,
"Quelques Armagnacs tentent, sans succès, de prendre la Bastille.",1431.00,1431.00,
Sentence de l'Université approuvant la procédure de Rouen contre Jeanne d'Arc.,1431.00,1431.00,
Arrivée des troupes anglaises ayant participé à la capture de Jeanne d'Arc.,1431.00,1431.00,
Paris apprend la mort de Jeanne d'Arc sur le bûcher.,1431.00,1431.00,
Procession de l'Université à St-Martin-des-Champs. On parle beaucoup de Jeanne.,1431.00,1431.00,
Hugues Rapiout est nommé prévôt des marchands.,1431.00,1431.00,
Les Armagnacs déciment un groupe de Parisiens venus moissonner au Bourget.,1431.00,1431.00,
Un dominicain pro-Anglais prêche pour justifier la mise à mort de la Pucelle.,1431.00,1431.00,
"Piéronne la Bretonne, qui avait suivi Jeanne d'Arc, est brûlée vive devant Notre-Dame",1431.00,1431.00,
"Entrée solennelle d'Henry VI, roi d'Angleterre, âgé de 10 ans.",1431.00,1431.00,
"Sacre du roi Henry VI à Notre-Dame, suivi d'un dîner au Palais.",1431.00,1431.00,
Henry VI rend visite à sa grand-mère Isabeau à l'hôtel Saint-Pol.,,,
Petites joutes en l'honneur du roi Henry.,1431.00,1431.00,
Les gens du Parlement doivent faire serment de loyauté au nouveau roi.,1431.00,1431.00,
Le roi Henry quitte Paris pour l'Angleterre.,1431.00,1431.00,
La création de l'université de Caen déclenche la colère des maîtres parisiens.,1432.00,1432.00,
Grand froid. La Seine est gelée.,1432.00,1432.00,
"Pour favoriser la reconstruction, le rachat des rentes immobilières est autorisé.",1432.00,1432.00,
Arrivée d'un légat du pape chargé d'obtenir la paix entre les deux rois de France.,1432.00,1432.00,
Crue de la Seine ; les rives et les terres maraîchères sont recouvertes d'eau.,1432.00,1432.00,
"L'abbesse de Saint-Antoine, suspectée de conspiration, est amenée au Châtelet.",1432.00,1432.00,
L'Université n'admet pas l'ordonnance de janvier 1432 sur le rachat des rentes.,1432.00,1432.00,
Grande mortalité des enfants due aux épidémies [de petite vérole].,1432.00,1432.00,
La duchesse Anne de Bedford meurt de maladie en l'hôtel de Bourbon.,1432.00,1432.00,
Obsèques de la regrettée duchesse Anne.,1432.00,1432.00,
On annonce une réduction des effectifs des conseillers et officiers de la Cour.,1432.00,1432.00,
La Seine déborde et gèle ; les prix des denrées s'envolent.,1433.00,1433.00,
Messe de funérailles aux Célestins pour la duchesse Anne.,1433.00,1433.00,
Les conseillers du Parlement réclament à Bedford le paiement de leurs arriérés.,1433.00,1433.00,
"Le président du Parlement, Philippe de Morvilliers, est démis de son office.",1433.00,1433.00,
Le régent duc de Bedford quitte Paris pour la Normandie.,1433.00,1433.00,
Robert Piédefer succède à Morvilliers au Parlement.,1433.00,1433.00,
Très grand froid à Paris.,1433.00,1433.00,
Les Armagnacs attaquent et rançonnent les habitants de Saint-Marcel près de Paris.,1433.00,1433.00,
Jean Chuffart est reçu chancelier de l'Université.,1433.00,1433.00,
Important arrivage de blé mais l'épidémie entretient une grande mortalité.,1433.00,1433.00,
Nouvelle manouvre de l'Université contre l'ordonnance de janvier 1432.,1433.00,1433.00,
Procession à Sainte-Geneviève dans l'espoir d'apaiser l'épidémie.,1433.00,1433.00,
Échec d'un complot destiné à faire entrer les mercenaires écossais de Charles VII.,1433.00,1433.00,
L'Université et le chapitre cathédral s'opposent à la création d'une université à Caen.,1433.00,1433.00,
Des Armagnacs tuent plusieurs Anglais qui accompagnaient le bétail destiné à Paris.,1434.00,1434.00,
