commentaire,date,endDate,evenement,startDate
,4 décembre 1414,1414.0,"A lhôtel Saint-Pol, discours de Gerson vantant les mérites de Louis dOrléans.",1414.0
,Janvier 1415,1415.0,Lévêque de Norwich vient en ambassade négocier une trêve entre Français et Anglais,1415.0
,5 janvier 1415,1415.0,Gerson reprend son discours à Notre-Dame devant le roi et les princes.,1415.0
,Début février 1415,1415.0,Grandes joutes royales rue Saint-Antoine.,1415.0
,19 février 1415,1415.0,Tanguy du Châtel est nommé prévôt de Paris.,1415.0
,23 février 1415,1415.0,L'action du duc de Brabant permet la conclusion officielle de la paix.,1415.0
,5 mars 1415,1415.0,Les églises sonnent la paix signée à Arras entre Français et Bourguignons.,1415.0
,6 mars 1415,1415.0,Les princes de sang et les conseillers du Parlement jurent la paix.,1415.0
,Mars-avril 1415,1415.0,Les pluies abondantes font déborder la Seine et inonder les marais.,1415.0
,22 mai 1415,1415.0,Le Conseil ordonne une levée pécuniaire pour reprendre la guerre contre les Anglais.,1415.0
,19 août 1415,1415.0,Réunion de la Nation de Picardie à St-Julien-le-Pauvre. Gerson y est très contesté.,1415.0
,21 août 1415,1415.0,"Assemblée des canonistes, contre Gerson et pour le duc de Bourgogne.",1415.0
,Début sept. 1415,1415.0,"Le duc de Guyenne, puis le roi, quittent Paris pour combattre les Anglais.",1415.0
,7 septembre 1415,1415.0,"Le chanoine Fusoris, accusé de trahison, est emprisonné au Petit Châtelet.",1415.0
,21 septembre 1415,1415.0,Des membres de la faculté de médecine demandent au prévôt la libération de Fusoris.,1415.0
,10 octobre 1415,1415.0,Philippe de Breban remplace Pierre Gencien comme prévôt des marchands.,1415.0
,26 octobre 1415,1415.0,Paris apprend la nouvelle du désastre d'Azincourt  [la veille].,1415.0
,18 décembre 1415,1415.0,"Mort de Louis, troisième fils du roi.",1415.0
,23 décembre 1415,1415.0,"A Notre-Dame, obsèques de Louis, duc de Guyenne, fils aîné du roi [mort le 18].",1415.0
,30 décembre 1415,1415.0,Bernard dArmagnac est connétable de France et devient le maître du gouvernement.,1415.0
,25 janvier 1416,1416.0,Séjour à Paris du duc Jean V de Bretagne ; il y reçoit des universitaires.,1416.0
,Février 1416,1416.0,Le roi et le recteur bannissent quarante maîtres ayant soutenu Jean Petit.,1416.0
,1er-20 mars 1416,1416.0,Paris reçoit en grande pompe l'empereur Sigismond.,1416.0
,18 mars 1416,1416.0,Révision du procès de Pierre des Essarts [exécuté en 1413].,1416.0
,13-19 avril 1416,1416.0,Échec d'un complot élaboré par des partisans pro-Bourguignons.,1416.0
,24 avril 1416,1416.0,"Suite au complot, Robert de Belloy et maître Regnaut sont exécutés aux Halles.",1416.0
,28 avril 1416,1416.0,"Nicolas d'Orgemont, chanoine de Notre-Dame, est condamné à la prison à perpétuité.",1416.0
,2 mai 1416,1416.0,Nouvelles exécutions en représailles au complot.,1416.0
,8-11 mai 1416,1416.0,Plusieurs mesures sont prises pour éviter un soulèvement populaire.,1416.0
,13-15 mai 1416,1416.0,"Le roi fait abattre la Grande-Boucherie du Châtelet, soi-disant pour cause d'insalubrité",1416.0
,15 juin 1416,1416.0,"Mort de Jean, duc de Berry.",1416.0
,Août 1416,1416.0,Les privilèges dont bénéficiaient les bouchers sont considérablement réduits.,1416.0
,13 août 1416,1416.0,Les Bourguignons sont aux portes de Paris et pillent les alentours.,1416.0
,19 août 1416,1416.0,Les théologiens doivent signer un rôle condamnant les assertions de Jean Petit.,1416.0
,Début sept. 1416,1416.0,Nouvelle distribution des lieux de vente des bouchers à Paris.,1416.0
,1er octobre 1416,1416.0,Les juristes vont délibérer sur la condamnation la Justification.,1416.0
,Octobre 1416,1416.0,Construction de la nouvelle boucherie du cimetière Saint-Jean.,1416.0
,18 novembre 1416,1416.0,"Les juristes, après de longues concertations, se prononcent aussi contre la Justification",1416.0
,14 janvier 1417,1417.0,Deux bourgeois partent à Compiègne demander au dauphin de venir protéger Paris.,1417.0
,20 février 1417,1417.0,La monnaie du duc de Bretagne et celle du duc de Bourgogne sont interdites.,1417.0
,Avril 1417,1417.0,"Louis de Bois-Bourdon, garde de la reine, est mis en un sac et jeté à la Seine.",1417.0
,5 avril 1417,1417.0,On apprend la mort du dauphin Jean de France. Charles devient le nouveau dauphin.,1417.0
,31 mai 1417,1417.0,Obligation pour tous les gens de Paris de curer ou faire curer les rues à leur frais.,1417.0
,Début juin 1417,1417.0,Un pont-levis est installé à la porte Saint-Antoine.,1417.0
,5 août 1417,1417.0,Les gens du Parlement prêtent serment au roi.,1417.0
,Août-oct. 1417,1417.0,De nombreuses processions sont organisées par crainte du retour de Jean sans Peur.,1417.0
,Automne 1417,1417.0,"Par crainte des Bourguignons, la ville est en état de siège et les prix flambent.",1417.0
,Septembre 1417,1417.0,Grève de lUniversité : la reprise des cours est reportée à la Toussaint.,1417.0
,8 septembre 1417,1417.0,Étienne de Bonpuits est nommé prévôt des marchands.,1417.0
,12 septembre 1417,1417.0,Guillaume Cirasse remplace Étienne de Bonpuits nommé quatre jours plus tôt.,1417.0
,Mi-septembre 1417,1417.0,Larmée de Jean sans Peur enserre peu à peu Paris.,1417.0
,Octobre 1417,1417.0,"Impôt sur le sel, sous forme d'achat obligatoire.",1417.0
,16 novembre 1417,1417.0,Les franciscains et les augustins renoncent à prêcher et à confesser hors de leurs murs.,1417.0
,10 décembre 1417,1417.0,On apprend que les sceaux de la ville de Paris ont été volés.,1417.0
,16 février 1418,1418.0,La reine décide que le Parlement et la Cour des Comptes se tiendront à Troyes.,1418.0
,26 février 1418,1418.0,Plusieurs maîtres sont incarcérés pour avoir approuvé lélection de Martin V.,1418.0
,7 mars 1418,1418.0,Les maîtres sont libérés mais doivent venir présenter des excuses à lhôtel Saint-Pol.,1418.0
,22 mars 1418,1418.0,Mort de Nicolas Flamel.,1418.0
,12 avril 1418,1418.0,Un appel est lancé à tous les gens d'armes pour qu'ils aillent aider le roi à Senlis.,1418.0
,Pâques 1418,1418.0,Neige abondante ; le bois de chauffage manque cruellement.,1418.0
,14 avril 1418,1418.0,Te Deum à Notre-Dame pour le nouveau pape Martin V.,1418.0
,24 avril 1418,1418.0,Retour du roi après l'échec du siège de Senlis.,1418.0
,Mi-mai 1418,1418.0,"Des légats du pape annoncent, à tort, un accord de paix.",1418.0
,28-29 mai 1418,1418.0,"Nuitamment, des Parisiens ouvrent la porte Saint-Germain à 200 Bourguignons.",1418.0
,29 mai 1418,1418.0,Tanguy du Châtel enlève le fils aîné du roi et l'emmène à Melun.,1418.0
,29-31 mai 1418,1418.0,Plus de 500 Armagnacs sont massacrés par le peuple et par les Bourguignons.,1418.0
,30 mai 1418,1418.0,Guy de Bar remplace Tanguy du Châtel comme prévôt de Paris.,1418.0
,31 mai 1418,1418.0,Bernard dArmagnac est arrêté.,1418.0
,1er juin 1418,1418.0,Les Armagnacs tentent sans succès une percée par la porte Saint-Antoine.,1418.0
,2 juin 1418,1418.0,"Au Louvre, préparation d'une ambassade pour rappeler le dauphin à Paris.",1418.0
,3 juin 1418,1418.0,"Annulation de l'ambassade, le dauphin, s'étant éloigné.",1418.0
,6 juin 1418,1418.0,Le comte d'Armagnac est transféré du Petit Châtelet en la grosse tour du Palais.,1418.0
,6 juin 1418,1418.0,Noël Marchand est nommé prévôt des marchands.,1418.0
,8 juin 1418,1418.0,Une ambassade est constituée pour aller négocier la paix avec le dauphin et la reine.,1418.0
,12 juin 1418,1418.0,Plusieurs milliers de prisonniers armagnacs sont massacrés par la population.,1418.0
,13-14 juin 1418,1418.0,Le corps mutilé de Bernard dArmagnac est trainé dans les rues.,1418.0
,18 juin 1418,1418.0,Jean de Villiers de l'Isle-Adam est fait maréchal de France par le roi.,1418.0
,23 juin 1418,1418.0,Des chaînes de fer entravent à nouveau les rues de Paris.,1418.0
,3 juillet 1418,1418.0,"Pour calmer les esprits, une grande procession est organisée à Notre-Dame.",1418.0
,3 juillet 1418,1418.0,"Rue aux Ours, un soldat suisse frappe une statue de la Vierge qui se met à saigner.",1418.0
,8 juillet 1418,1418.0,Une brève incursion des Armagnacs aux portes de Paris ranime les tensions.,1418.0
,14 juillet 1418,1418.0,La reine regagne Paris en compagnie de Jean sans Peur : grande joie dans la ville.,1418.0
,15 juillet 1418,1418.0,Le duc de Bourgogne reçoit la contrition dune délégation de lUniversité.,1418.0
,22-31 juillet 1418,1418.0,Réforme du Parlement : Jean sans Peur impose les hommes de son parti.,1418.0
,28 juillet 1418,1418.0,Le Bourguignon Philippe de Morvilliers devient premier président du Parlement.,1418.0
,9 août 1418,1418.0,"Par ses déclarations, lUniversité tente de se disculper de son soutien aux Armagnacs.",1418.0
,Mi-août 1418,1418.0,"La disette, lépidémie et la peur créent une grande tension dans les rues de Paris.",1418.0
,20-21 août 1418,1418.0,"Exaspérée par le blocus des Armagnacs, la foule tue des centaines de prisonniers.",1418.0
,21 août 1418,1418.0,L'hôtel du duc de Bourbon et plusieurs autres sont mis à sac.,1418.0
,21-25 août 1418,1418.0,"Jean sans Peur, aidé par les bourgeois, décide de réprimer linsurrection.",1418.0
,26 août 1418,1418.0,"Le bourreau Capeluche, un des meneurs pendant les massacres, est décapité.",1418.0
,Fin août 1418,1418.0,Canicule et épidémie sur la ville.,1418.0
,Fin août 1418,1418.0,On recrute parmi les émeutiers pour aller combattre les Armagnacs à Montlhéry.,1418.0
,Septembre 1418,1418.0,Recrudescence de lépidémie et renchérissement dramatique des denrées.,1418.0
,10 septembre 1418,1418.0,"Depuis le 24 août, 1 600 bourgeois de Paris ont prêté serment au duc de Bourgogne.",1418.0
,10-15 sept. 1418,1418.0,Retour des hommes d'armes parisiens et contre-attaque des gens de Montlhéry.,1418.0
,16 septembre 1418,1418.0,On apprend quun traité de paix aurait été signé à Saint-Maur.,1418.0
,19 septembre 1418,1418.0,Le traité de paix avec le duc de Bourgogne est dénoncé par le Dauphin.,1418.0
,Fin septembre 1418,1418.0,On apprend que le dauphin a créé un parlement à Poitiers.,1418.0
,Octobre-nov. 1418,1418.0,Une épidémie fait mourir des dizaines de milliers de Parisiens.,1418.0
,3 octobre 1418,1418.0,Les bouchers de Paris se voient restituer leurs anciens droits.,1418.0
,3 octobre 1418,1418.0,Le chevalier Guy de Bar reprend la fonction de prévôt de Paris.,1418.0
,14 octobre 1418,1418.0,Le roi a ordonné la levée d'une nouvelle aide sur le vin pendant dix mois.,1418.0
,15 octobre 1418,1418.0,Assemblée au Parlement pour améliorer l'approvisionnement en vivres de Paris.,1418.0
,22 octobre 1418,1418.0,Des mesures concrètes sont prises pour protéger l'approvisionnement de la ville.,1418.0
,27 octobre 1418,1418.0,Eustache de Pavilly critique Jean sans Peur pour son inaction face aux Anglais.,1418.0
,27 octobre 1418,1418.0,LUniversité obtient dêtre exemptée de la nouvelle taxe sur le vin.,1418.0
,Novembre 1418,1418.0,"Début des travaux de reconstruction de la Grande-Boucherie, devant le Châtelet.",1418.0
,3 novembre 1418,1418.0,Assemblée à Notre-Dame pour la révocation des lettres contre le duc de Bourgogne.,1418.0
,15 novembre 1418,1418.0,Réunion au Parlement pour décider des mesures à prendre avant le départ du roi.,1418.0
,24 novembre 1418,1418.0,Le roi et le duc de Bourgogne quittent Paris pour aller contrer les Anglais à Rouen.,1418.0
,25 novembre 1418,1418.0,"Procession des Saintes Reliques, de la Sainte-Chapelle à Notre-Dame.",1418.0
,Décembre 1418,1418.0,L'approvisionnement de la ville est de plus en plus problématique.,1418.0
,1er décembre 1418,1418.0,Réunion du Conseil pour délibérer sur les mesures assurant la tranquillité de la ville.,1418.0
,10 janvier 1419,1419.0,Le Parlement réfute lexemption de la taxe sur le vin pour lUniversité.,1419.0
,28 janvier 1419,1419.0,"Par lettres royales, le comte de Saint-Pol est nommé gouverneur de Paris.",1419.0
,3 février 1419,1419.0,Gilles de Clamecy est élu prévôt de Paris par les conseillers du Parlement.,1419.0
,18 février 1419,1419.0,Deux augustins de Bourges sont soupçonnés de conspiration à Paris.,1419.0
,21 février 1419,1419.0,Assemblée au Parlement pour évoquer le ravitaillement et la sécurité de la ville.,1419.0
,22 février 1419,1419.0,Annonce au Parlement d'une trêve avec les Anglais jusqu'à Quasimodo.,1419.0
,Mars 1419,1419.0,"Alors que les Anglais s'approchent de Paris, les prix continuent d'augmenter.",1419.0
,13 mars 1419,1419.0,"Une lettre du dauphin, se disant régent du royaume, est lue au Parlement.",1419.0
,9 mai 1419,1419.0,"Mort de Nicolas de Baye, greffier au Parlement, chanoine de Notre-Dame.",1419.0
,17 mai 1419,1419.0,"Le roi, la reine et Jean sans Peur sont arrivés au château de Vincennes.",1419.0
,28 mai 1419,1419.0,"Une trêve est conclue entre les Bourguignons, les Anglais et les gens du Dauphin.",1419.0
,8-9 juin 1419,1419.0,De gros arrivages de denrées peuvent enfin entrer à Paris.,1419.0
,Mi-juillet 1419,1419.0,De grandes fêtes sont données en l'honneur du Traité de paix signé à Pouilly.,1419.0
,19 juillet 1419,1419.0,Procession daction de grâce organisée à Saint-Martin-des-Champs.,1419.0
,31 juillet 1419,1419.0,"Des colonnes de réfugiés chassés de Pontoise par les Anglais, arrivent à Paris.",1419.0
,31 juillet 1419,1419.0,Charles VI et Jean sans Peur quittent Paris pour Lagny.,1419.0
,9-11 août 1419,1419.0,Les Anglais viennent jusqu'à la porte Saint-Denis puis repartent à Pontoise.,1419.0
,11 septembre 1419,1419.0,Les Parisiens apprennent les circonstances de la mort de Jean sans Peur à Montereau.,1419.0
,12-15 sept. 1419,1419.0,Le peuple crie vengeance et pourchasse les partisans Armagnacs.,1419.0
,12 septembre 1419,1419.0,"Devant le comte de Saint-Pol, les bourgeois prêtent serment de défendre la ville.",1419.0
,24 septembre 1419,1419.0,"A Notre-Dame, messe solennelle pour Jean sans Peur, duc de Bourgogne.",1419.0
,6 octobre 1419,1419.0,"Gilles de Clamecy est réélu prévôt de Paris, contre son gré.",1419.0
,16 octobre 1419,1419.0,"LUniversité assure Philippe, le nouveau duc de Bourgogne, de son soutien.",1419.0
,17 octobre 1419,1419.0,Le prévôt des marchands et les échevins font de même.,1419.0
,Novembre 1419,1419.0,Grande famine dans Paris encerclé.,1419.0
,Fin novembre 1419,1419.0,Une délégation de bourgeois de Paris obtient de Henry V une trêve de trois mois.,1419.0
,4 janvier 1420,1420.0,Le Parlement proteste contre le faux bruit qu'il aurait consenti à la levée d'une taille.,1420.0
,17 janvier 1420,1420.0,"Depuis Troyes, le roi émet des lettres qui interdisent aux Parisiens dobéir au dauphin.",1420.0
,3 février 1420,1420.0,Lecture d'une lettre de Philippe le Bon au Parlement sur les pourparlers de paix.,1420.0
,5 avril 1420,1420.0,Les Armagnacs pillent les abords de la ville.,1420.0
,29 avril 1420,1420.0,"Au Parlement, approbation unanime du principe dun traité de paix franco-anglais.",1420.0
,9 mai 1420,1420.0,De nombreux Anglais passent devant Paris pour se rendre à Troyes.,1420.0
,30 mai 1420,1420.0,Grande assemblée au Parlement pour jurer serment au traité de Troyes signé le 21 mai,1420.0
,Début juin 1420,1420.0,Des garnisons anglaises prennent possession de la Bastille et du Louvre.,1420.0
,3 juin 1420,1420.0,"Aux Mathurins, chaque universitaire jure serment au traité de Troyes.",1420.0
,18 juin 1420,1420.0,"On apprend la mort du chancelier Eustache de Laître, victime de la peste [le 14].",1420.0
,Septembre 1420,1420.0,Charles VI confirme que les prostituées peuvent rester rue Baillehoé.,1420.0
,25 septembre 1420,1420.0,"Mort de l'évêque de Paris, Gérard de Montagu.",1420.0
,18 octobre 1420,1420.0,Des milices parisiennes partent renforcer les troupes qui assiègent Melun.,1420.0
,Fin novembre 1420,1420.0,"500 personnes, prisonnières du roi à Melun, sont amenées et emprisonnées à Paris.",1420.0
,Décembre 1420,1420.0,La hausse considérable du prix du pain provoque une véritable famine.,1420.0
,1er décembre 1420,1420.0,"Les rois de France et d'Angleterre, et le duc de Bourgogne, rentrent ensemble à Paris.",1420.0
,2 décembre 1420,1420.0,Les reines de France et d'Angleterre et le duc de Clarence rentrent à leur tour.,1420.0
,6 décembre 1420,1420.0,Le roi réunit une assemblée des trois États pour justifier devant elle le traité de Troyes,1420.0
,10 décembre 1420,1420.0,Les députés des États approuvent le traité et votent des subsides pour la guerre.,1420.0
,13 décembre 1420,1420.0,Banquet à lhôtel de Bourgogne pour Pierre Cauchon nommé évêque de Beauvais.,1420.0
,16 décembre 1420,1420.0,Jean du Mesnil remplace Gilles de Clamecy comme prévôt de Paris.,1420.0
,26 décembre 1420,1420.0,Le roi d'Angleterre et son épouse quittent Paris. Le duc de Clarence y reste.,1420.0
,26 décembre 1420,1420.0,Hugues Le Coq est nommé prévôt des marchands.,1420.0
,Début 1421,1421.0,Mise en place d'un emprunt forcé.,1421.0
,Janvier-mars 1421,1421.0,Le froid et la cherté des denrées maintiennent un état de disette permanent.,1421.0
,4 avril 1421,1421.0,La nouvelle de la défaite des Anglais à Baugé parvient à Paris.,1421.0
,14 avril 1421,1421.0,Service solennel à Notre-Dame pour la mort du duc de Clarence.,1421.0
,Début juin 1421,1421.0,Ouverture de la nouvelle boucherie du Châtelet. Fermeture des boucheries provisoires,1421.0
,8 juin 1421,1421.0,Jean de Villiers de lIsle-Adam est mis à la Bastille sur ordre du duc d'Exeter.,1421.0
,16 juin 1421,1421.0,"Le pape confirme lélection du nouvel évêque de Paris, Jean Courtecuisse.",1421.0
,4 juillet 1421,1421.0,Le roi d'Angleterre revient à Paris avec quelques archers et gens d'armes.,1421.0
,8 juillet 1421,1421.0,Le roi et la reine de France quittent Paris pour le château de Vincennes.,1421.0
,Août 1421,1421.0,Forte mortalité causée par une épidémie.,1421.0
,3 novembre 1421,1421.0,Une ordonnance tente de réglementer le prix de denrées et le salaire des ouvriers.,1421.0
,Décembre 1421,1421.0,Les pluies font déborder la Seine. La Cité et la place de Grève sont sous les eaux.,1421.0
,24 décembre 1421,1421.0,"Grande procession pour la naissance à Londres d'Henry, petit-fils de Charles VI.",1421.0
,5-16 janvier 1422,1422.0,Séjour de Philippe le Bon à Paris. Ses gens d'armes pillent les alentours.,1422.0
,3 février 1422,1422.0,Simon de Champluisant est nommé prévôt de Paris.,1422.0
,7 avril 1422,1422.0,Le roi demande que les prix des denrées n'augmentent pas suite à la prise de Meulan.,1422.0
,3 mai 1422,1422.0,Grande fête à Paris pour la prise de Meaux par le roi d'Angleterre.,1422.0
,7-12 mai 1422,1422.0,Transfert à Paris des prisonniers de Meaux avant leur départ pour l'Angleterre.,1422.0
,26 mai 1422,1422.0,"Jean de Rouvres et Louis Gast, tous deux de Meaux, sont décapités aux Halles.",1422.0
,30 mai 1422,1422.0,Entrée solennelle de la reine d'Angleterre.,1422.0
,2-3 juin 1422,1422.0,Grande fête et représentation théâtrale à lhôtel de Nesle en l'honneur du couple royal.,1422.0
,11-12 juin 1422,1422.0,"Henry V, Charles VI et leurs épouses quittent Paris pour Senlis et Compiègne.",1422.0
,12 juin 1422,1422.0,Jean de la Rochetaillée va remplacer temporairement lévêque Jean Courtecuisse.,1422.0
,Juin-août 1422,1422.0,Grandes chaleurs. Epidémie de vérole.,1422.0
,27 juillet 1422,1422.0,Des ambassadeurs du duc de Bretagne arrivent à Paris en vue d'un traité de paix.,1422.0
,31 août 1422,1422.0,"Mort du roi Henry V, régent du royaume de France, au château de Vincennes.",1422.0
,19 septembre 1422,1422.0,Retour du roi Charles VI et de la reine.,1422.0
,21 octobre 1422,1422.0,Le roi Charles VI meurt en son hôtel Saint-Pol.,1422.0
,23 octobre 1422,1422.0,Subrogation de tous les exécuteurs testamentaires du roi défunt.,1422.0
,5 novembre 1422,1422.0,"Le duc de Bedford, nouveau régent de France, arrive à Paris pour les obsèques royales",1422.0
,9 novembre 1422,1422.0,"Les lettres de la chancellerie sont au nom d'Henry, roi de France et d'Angleterre.",1422.0
,9-11 nov. 1422,1422.0,Le corps du roi est porté à Notre-Dame puis à Saint-Denis.,1422.0
,1er décembre 1422,1422.0,Simon Morhier est nommé prévôt de Paris.,1422.0
,Janvier 1423,1423.0,Froid polaire sur la région parisienne.,1423.0
,Février 1423,1423.0,Bourgeois et ecclésiastiques parisiens doivent prêter serment au Traité de Troyes.,1423.0
,13 février 1423,1423.0,"Le duc de Bretagne, fait savoir qu'il confirme sa volonté de respecter le traité de paix.",1423.0
,13 février 1423,1423.0,"Messe aux Jacobins pour le roi Henry VI, pour le régent et pour le duc de Bourgogne.",1423.0
,13-25 février 1423,1423.0,Nombreuses processions pour le soutien des combattants du siège de Meulan.,1423.0
,27 février 1423,1423.0,Renouvellement de serment des membres du parlement anglo-bourguignon.,1423.0
,Avril 1423,1423.0,"Henry VI donne à la reine les biens de son argentier Hémon Raguier, qui a fui.",1423.0
,Juin 1423,1423.0,Emprunt forcé destiné à chasser les Armagnacs de la région parisienne.,1423.0
,18 juin 1423,1423.0,La duchesse de Bedford fait libérer les prisonniers de la bataille d'Orsay.,1423.0
,25 juin 1423,1423.0,Jean de Nanton [ou de Nant] est évêque de Paris.,1423.0
,Juillet 1423,1423.0,Des loups affamés rodent près de Paris.,1423.0
,3-11 août 1423,1423.0,Fêtes pour la victoire des Anglo-Bourguignons sur l'armée du dauphin à Cravant.,1423.0
,27 août 1423,1423.0,Philippe le Bon et le comte de Richemont sont accueillis à Paris par le duc de Bedford,1423.0
,Octobre 1423,1423.0,40 jours de processions sont ordonnés pour la fin de la guerre et celle de la pluie.,1423.0
,23 février 1424,1424.0,Philippe le Bon quitte Paris et repart dans ses terres.,1424.0
,Avril 1424,1424.0,Le roi Henry interdit la rue Baillehoé aux prostituées.,1424.0
,21 avril 1424,1424.0,"Bedford montre au peuple la vraie Croix, comme de coutume le vendredi saint.",1424.0
,16 août 1424,1424.0,Te Deum à Notre-Dame pour la victoire du duc de Bedford au château d'Ivry.,1424.0
,18-20 août 1424,1424.0,Procession et réjouissances pour fêter la victoire des Anglais à Verneuil [-sur-Avre].,1424.0
,8 septembre 1424,1424.0,Grandes festivités pour le retour du duc de Bedford. Te Deum à Notre-Dame.,1424.0
,Novembre 1424,1424.0,La reine Isabeau assiste à une grande fête en lhôtel dArtois.,1424.0
,Décembre 1424,1424.0,Joutes et fêtes pour le mariage de Jean de la Trémoille avec Jacqueline d'Amboise.,1424.0
,Mars 1425,1425.0,Achèvement de la danse macabre peinte aux charniers des Innocents.,1425.0
,Mai-juin 1425,1425.0,Reconstruction et réouverture de la porte Saint-Martin.,1425.0
,9 août 1425,1425.0,Procession à Notre-Dame pour la reddition de la ville du Mans devant le régent.,1425.0
,5 septembre 1425,1425.0,"Étienne de Favières, routier armagnac, est décapité.",1425.0
,Octobre 1425,1425.0,Remise en état de la porte Montmartre.,1425.0
,22 octobre 1425,1425.0,La Chambre des aides est érigée en cour souveraine pour juger des affaires fiscales.,1425.0
,1er décembre 1425,1425.0,Le duc de Bedford quitte Paris pour l'Angleterre.,1425.0
,Janvier 1426,1426.0,Le prévôt organise des expéditions contre les brigands qui terrorisent la région.,1426.0
,24 juin 1426,1426.0,Importante crue de la Seine qui inonde la rive droite.,1426.0
,Fin juin 1426,1426.0,Procession générale sur les quatre ponts et à Notre-Dame pour conjurer l'inondation.,1426.0
,16 septembre 1426,1426.0,Procession à Saint-Magloire contre les hérétiques.,1426.0
,7 octobre 1426,1426.0,Mort de l'évêque Jean de Nanton [ou de Nant].,1426.0
,28 décembre 1426,1426.0,Le chapitre cathédral élit Nicolas Fraillon évêque de Paris contre l'avis du régent.,1426.0
,Février 1427,1427.0,"Jacques du Châtelier est nommé évêque de Paris, imposé par le pape.",1427.0
,25 février 1427,1427.0,"A Notre-Dame, messe pour le cardinalat de Jean de la Rochetaillée.",1427.0
,Mars 1427,1427.0,Gel sur la région parisienne pendant plus de trente jours.,1427.0
,5 avril 1427,1427.0,Retour du duc de Bedford.,1427.0
,Juin 1427,1427.0,Crue exceptionnelle de la Seine qui recouvre l'île Notre-Dame et tous les rivages.,1427.0
,Août 1427,1427.0,Le gouvernement fait lever une taille pour aider les troupes anglaises à Montargis.,1427.0
,18 août 1427,1427.0,Le duc de Bedford quitte Paris pour l'Angleterre.,1427.0
,Fin août 1427,1427.0,Une centaine de Bohémiens migrants sont la curiosité des Parisiens.,1427.0
,15 septembre 1427,1427.0,Début d'une grande épidémie de rhume et bronchite.,1427.0
,15 décembre 1427,1427.0,"Pendaison de Sauvage de Frémonville, chef de bande.",1427.0
,24 février 1428,1428.0,"Fondation du collège de Sees, rue de la Harpe.",1428.0
,Avril-mai 1428,1428.0,"Un invasion de hannetons détruit les vignes, les amandiers, les noyers.",1428.0
,22 mai-2 juin 1428,1428.0,Le duc de Bourgogne séjourne à Paris.,1428.0
,1er juin 1428,1428.0,"A Sainte-Geneviève, Jacques du Châtelier est consacré évêque de Paris.",1428.0
,13 juin 1428,1428.0,Le clocher des Augustins est détruit par la foudre.,1428.0
,15 juin-30 juil.1428,,La Seine déborde et recouvre lIle Notre-Dame.,
,21 juin 1428,1428.0,"Dîner au Palais de 5 000 personnes de tous états, en l'honneur de quatre décrétistes.",1428.0
,31 juillet 1428,1428.0,Ordonnance sur la possibilité de rachat des rentes anciennes par le débiteur.,1428.0
,Août 1428,1428.0,Réquisition du vin pour l'envoyer aux hommes qui assiègent Orléans.,1428.0
,10 novembre 1428,1428.0,"Après la mort de comte de Salisbury, le régent quitte Paris et se dirige vers la Beauce.",1428.0
,Fin 1428,1428.0,"Faute de vin, les Parisiens boivent de la cervoise.",1428.0
,2 février 1429,1429.0,"Jean, duc de Bretagne, donne l'hôtel de la Petite Bretagne à Saint-Thomas du Louvre.",1429.0
,Début fév. 1429,1429.0,Départ d'un important convoi de vivres destinées à l'armée anglaise devant Orléans.,1429.0
,19 février 1429,1429.0,Retour des hommes qui ont victorieusement protégé le convoi [Journée des Harengs].,1429.0
,26 février 1429,1429.0,L'archevêque de Sens vient à Paris et se présente au Parlement.,1429.0
,1er mars 1429,1429.0,Début du Concile de la province de Sens.,1429.0
,4-22 avril 1429,1429.0,"Séjour du duc de Bourgogne à Paris, mais les Parisiens n'espèrent plus rien de lui.",1429.0
,8 avril 1429,1429.0,"Le chapitre de Notre-Dame accepte enfin Jacques du Châtelier, évêque de Paris.",1429.0
,12-26 avril 1429,1429.0,"Frère Richard, un proche de Jeanne d'Arc, prêche tous les jours aux Champeaux.",1429.0
,6 juin 1429,1429.0,Dix mille Parisiens vont à Aubervilliers voir deux surs siamoises nées la veille.,1429.0
,19 juin 1429,1429.0,Les Parisiens apprennent la victoire de Jeanne d'Arc sur les Anglais à Patay.,1429.0
,29 juin 1429,1429.0,Lévêque de Paris dédicace le chur reconstruit de léglise Saint-Laurent.,1429.0
,Fin juin 1429,1429.0,"Les Parisiens, craignant le retour des Armagnacs, renforcent les murs de la ville.",1429.0
,Juillet 1429,1429.0,Jean de Villiers de l'Isle-Adam est nommé capitaine de Paris.,1429.0
,10-15 juillet 1429,1429.0,Séjour du duc de Bourgogne à Paris.,1429.0
,12 juillet 1429,1429.0,Guillaume Sanguin est élu prévôt des marchands.,1429.0
,19 juillet 1429,1429.0,On apprend que Charles VII a été sacré à Reims [le 17].,1429.0
,25 juillet 1429,1429.0,Le retour du régent rassure les Parisiens devant l'approche des troupes de Charles VII.,1429.0
,10 août 1429,1429.0,"Par crainte de l'ennemi, les fêtes de la Saint-Laurent se déroulent rue Saint-Martin.",1429.0
,13 août 1429,1429.0,Bedford confie le gouvernement de Paris au duc Philippe le Bon.,1429.0
,26 août 1429,1429.0,"Grande assemblée au Parlement pour, à nouveau, jurer serment au traité de Troyes.",1429.0
,26 août 1429,1429.0,"Le duc d'Alençon, Jeanne d'Arc et 12 000 hommes armés campent près de Paris.",1429.0
,Début sept. 1429,1429.0,Le duc d'Alençon essaye de convaincre les Parisiens d'ouvrir les portes de la ville.,1429.0
